timestamp,ch1 (µV),event
14.285,4928.38,0
14.29,4951.75,0
14.295,4913.64,0
14.3,4918.77,0
14.305,4923.87,0
14.31,4929.64,0
14.315,4929.64,0
14.32,4909.6,0
14.325,5007.16,0
14.33,4909.98,0
14.335,4909.98,0
14.34,4931.94,0
14.345,4931.94,0
14.35,4871.24,0
14.355,4871.24,0
14.36,4867.75,0
14.365,4867.75,0
14.37,4872.81,0
14.375,4872.81,0
14.38,4871.84,0
14.385,4871.84,0
14.39,4919.6,0
14.395,4867.75,0
14.4,4919.6,0
14.405,4919.6,0
14.41,4903.38,0
14.415,4992.18,0
14.42,4912.56,0
14.425,4912.56,0
14.43,4901.14,0
14.435,4901.14,0
14.44,5013.36,0
14.445,4891.87,0
14.45,5013.36,0
14.455,5013.36,0
14.46,3752.47,0
14.465,3752.47,0
14.47,3959.85,0
14.475,3959.85,0
14.48,3960.2,0
14.485,3960.2,0
14.49,3938.37,0
14.495,3938.37,0
14.5,3938.37,0
14.505,5013.36,0
14.51,3973.57,0
14.515,3914.54,0
14.52,3950.61,0
14.525,3950.61,0
14.53,3945.56,0
14.535,3969.53,0
14.54,4961.1,0
14.545,3969.53,0
14.55,3969.53,0
14.555,3969.53,0
14.56,3969.53,0
14.565,3969.53,0
14.57,3945.59,0
14.575,3945.59,0
14.58,3977.61,0
14.585,3977.61,0
14.59,3937.56,0
14.595,3937.56,0
14.6,3964.44,0
14.605,4045.16,0
14.61,4045.16,0
14.615,4045.16,0
14.62,3999.28,0
14.625,3989.16,0
14.63,3989.16,0
14.635,3929.8,0
14.64,3917.66,0
14.645,3387.95,0
14.65,-154.34,0
14.655,-154.34,0
14.66,-154.34,0
14.665,-154.34,0
14.67,97.83,0
14.675,97.83,0
14.68,265.04,0
14.685,-143.58,0
14.69,-143.58,0
14.695,-143.58,0
14.7,-269.48,0
14.705,3946.3,0
14.71,3888.76,0
14.715,-521.99,0
14.72,-560.63,0
14.725,-560.63,0
14.73,-128.47,0
14.735,-128.47,0
14.74,-372.44,0
14.745,-463.37,0
14.75,4057.4,0
14.755,-156.53,0
14.76,394.54,0
14.765,-156.53,0
14.77,256.41,0
14.775,256.41,0
14.78,-357.79,0
14.785,-357.79,0
14.79,-290.97,0
14.795,-290.97,0
14.8,-273.89,0
14.805,-273.89,0
14.81,-730.07,0
14.815,-730.07,0
14.82,-263.0,0
14.825,-263.0,0
14.83,-263.0,0
14.835,-263.0,0
14.84,-422.17,0
14.845,-357.16,0
14.85,-870.71,0
14.855,-870.71,0
14.86,-1276.02,0
14.865,-1276.02,0
14.87,-1650.37,0
14.875,-1650.37,0
14.88,-1650.37,0
14.885,-137.58,0
14.89,-1650.37,0
14.895,-1763.9,0
14.9,-1763.9,0
14.905,-1476.32,0
14.91,-1476.32,0
14.915,-1262.92,0
14.92,-725.11,0
14.925,-1262.92,0
14.93,-1262.92,0
14.935,-1262.92,0
14.94,-544.18,0
14.945,-544.18,0
14.95,-305.37,0
14.955,297.33,0
14.96,-1763.9,0
14.965,-364.3,0
14.97,54.53,0
14.975,54.53,0
14.98,-483.06,0
14.985,-483.06,0
14.99,-483.06,0
14.995,-483.06,0
15.0,-594.09,0
15.005,93.66,0
15.01,93.66,0
15.015,93.66,0
15.02,211.77,0
15.025,211.77,0
15.03,211.77,0
15.035,-544.18,0
15.04,-1234.91,0
15.045,-201.67,0
15.05,-1258.82,0
15.055,-857.03,0
15.06,-857.03,0
15.065,-857.03,0
15.07,-1364.17,0
15.075,93.66,0
15.08,-666.6,0
15.085,-666.6,0
15.09,-88.65,0
15.095,-88.65,0
15.1,-88.65,0
15.105,-88.65,0
15.11,389.15,0
15.115,-392.31,0
15.12,267.98,0
15.125,267.98,0
15.13,16.58,0
15.135,16.58,0
15.14,36.48,0
15.145,36.48,0
15.15,-629.06,0
15.155,36.48,0
15.16,36.48,0
15.165,-31.3,0
15.17,-40.08,0
15.175,-40.08,0
15.18,-88.1,0
15.185,-88.1,0
15.19,-101.78,0
15.195,-76.56,0
15.2,-76.56,0
15.205,-39.64,0
15.21,89.48,0
15.215,89.48,0
15.22,209.79,0
15.225,209.79,0
15.23,36.48,0
15.235,209.79,0
15.24,183.45,0
15.245,183.45,0
15.25,93.87,0
15.255,93.87,0
15.26,93.87,0
15.265,93.87,0
15.27,128.23,0
15.275,50.76,0
15.28,-59.32,0
15.285,80.63,0
15.29,28.1,0
15.295,-88.11,0
15.3,-7.97,0
15.305,-7.97,0
15.31,68.84,0
15.315,42.71,0
15.32,-28.56,0
15.325,-22.72,0
15.33,-146.29,0
15.335,-146.29,0
15.34,-203.57,0
15.345,-203.57,0
15.35,-21.65,0
15.355,216.76,0
15.36,-21.65,0
15.365,-21.65,0
15.37,72.55,0
15.375,72.55,0
15.38,-175.93,0
15.385,-175.93,0
15.39,-57.39,0
15.395,-57.39,0
15.4,-95.9,0
15.405,-95.9,0
15.41,-124.79,0
15.415,-124.79,0
15.42,-124.79,0
15.425,-124.79,0
15.43,18.21,0
15.435,18.21,0
15.44,50.37,0
15.445,50.37,0
15.45,32.22,0
15.455,95.96,0
15.46,95.96,0
15.465,95.96,0
15.47,69.22,0
15.475,55.8,0
15.48,55.8,0
15.485,-67.59,0
15.49,-67.59,0
15.495,-67.59,0
15.5,-103.54,0
15.505,-103.54,0
15.51,-22.82,0
15.515,103.86,0
15.52,103.86,0
15.525,69.22,0
15.53,163.12,0
15.535,163.12,0
15.54,102.31,0
15.545,264.58,0
15.55,166.7,0
15.555,166.7,0
15.56,146.72,0
15.565,146.72,0
15.57,425.17,0
15.575,425.17,0
