timestamp,ch1 (µV),event
3.4200,-5.57,0
3.4250,-5.57,0
3.4300,18.51,0
3.4350,18.51,0
3.4400,-2.62,0
3.4450,11.32,0
3.4500,11.32,0
3.4550,17.78,0
3.4600,16.99,0
3.4650,17.78,0
3.4700,-6.26,0
3.4750,2.47,0
3.4800,-5.24,0
3.4850,9.82,0
3.4900,-1.64,0
3.4950,-5.41,0
3.5000,-5.41,0
3.5050,-3.71,0
3.5100,-3.71,0
3.5150,6.84,0
3.5200,6.84,0
3.5250,6.84,0
3.5300,6.84,0
3.5350,-4.33,0
3.5400,-4.33,0
3.5450,18.10,0
3.5500,18.10,0
3.5550,9.10,0
3.5600,9.10,0
3.5650,-3.29,0
3.5700,8.45,0
3.5750,-7.71,0
3.5800,-5.41,0
3.5850,17.28,0
3.5900,17.28,0
3.5950,13.90,0
3.6000,-3.21,0
3.6050,11.33,0
3.6100,11.33,0
3.6150,-5.82,0
3.6200,-5.82,0
3.6250,-5.82,0
3.6300,15.86,0
3.6350,15.86,0
3.6400,6.97,0
3.6450,6.97,0
3.6500,6.97,0
3.6550,6.97,0
3.6600,-6.68,0
3.6650,20.23,0
3.6700,20.23,0
3.6750,20.23,0
3.6800,5.81,0
3.6850,5.81,0
3.6900,5.81,0
3.6950,5.81,0
3.7000,-6.83,0
3.7050,8.37,0
3.7100,16.18,0
3.7150,16.18,0
3.7200,16.18,0
3.7250,-2.74,0
3.7300,-2.74,0
3.7350,9.61,0
3.7400,9.61,0
3.7450,-6.00,0
3.7500,-6.00,0
3.7550,13.87,0
3.7600,-2.44,0
3.7650,7.55,0
3.7700,7.55,0
3.7750,-7.66,0
3.7800,-10.28,0
3.7850,-8.32,0
3.7900,17.71,0
3.7950,17.71,0
3.8000,17.71,0
3.8050,-0.31,0
3.8100,8.96,0
3.8150,10.57,0
3.8200,10.57,0
3.8250,21.70,0
3.8300,21.70,0
3.8350,-3.16,0
3.8400,-3.16,0
3.8450,-10.42,0
3.8500,-3.16,0
3.8550,10.94,0
3.8600,-6.70,0
3.8650,-6.70,0
3.8700,-4.58,0
3.8750,-4.58,0
3.8800,8.57,0
3.8850,8.57,0
3.8900,8.57,0
3.8950,17.56,0
3.9000,-5.60,0
3.9050,-5.60,0
3.9100,19.06,0
3.9150,19.06,0
3.9200,11.15,0
3.9250,11.15,0
3.9300,9.41,0
3.9350,9.41,0
3.9400,9.41,0
3.9450,-4.34,0
3.9500,-4.34,0
3.9550,15.49,0
3.9600,16.98,0
3.9650,-4.68,0
3.9700,-4.68,0
3.9750,9.66,0
3.9800,2.04,0
3.9850,-8.62,0
3.9900,-8.62,0
3.9950,18.03,0
4.0000,18.03,0
4.0050,-2.11,0
4.0100,6.42,0
4.0150,6.42,0
4.0200,-3.68,0
4.0250,25.48,0
4.0300,4.25,0
4.0350,-4.68,0
4.0400,-0.39,0
4.0450,-0.39,0
4.0500,16.84,0
4.0550,19.45,0
4.0600,14.02,0
4.0650,14.02,0
4.0700,2.71,0
4.0750,2.71,0
4.0800,16.03,0
4.0850,16.03,0
4.0900,-6.11,0
4.0950,-6.11,0
4.1000,17.40,0
4.1050,17.40,0
4.1100,1.35,0
4.1150,1.35,0
4.1200,1.35,0
4.1250,1.35,0
4.1300,-7.74,0
4.1350,-7.74,0
4.1400,14.14,0
4.1450,14.14,0
4.1500,0.85,0
4.1550,-9.76,0
4.1600,0.54,0
4.1650,6.84,0
4.1700,12.97,0
4.1750,7.43,0
4.1800,16.77,0
4.1850,16.77,0
4.1900,0.93,0
4.1950,0.93,0
4.2000,-6.63,0
4.2050,0.93,0
4.2100,0.93,0
4.2150,0.93,0
4.2200,14.14,0
4.2250,16.03,0
4.2300,0.91,0
4.2350,0.91,0
4.2400,3.01,0
4.2450,0.86,0
4.2500,-7.86,0
4.2550,-7.86,0
4.2600,15.42,0
4.2650,15.42,0
4.2700,15.42,0
4.2750,15.42,0
4.2800,0.07,0
4.2850,0.07,0
4.2900,14.85,0
4.2950,14.85,0
4.3000,13.63,0
4.3050,13.63,0
4.3100,1.53,0
4.3150,1.53,0
4.3200,1.53,0
4.3250,1.53,0
4.3300,15.45,0
4.3350,15.45,0
4.3400,15.45,0
4.3450,15.45,0
4.3500,13.38,0
4.3550,13.38,0
4.3600,1.83,0
4.3650,1.83,0
4.3700,14.39,0
4.3750,14.39,0
4.3800,-7.13,0
4.3850,-7.13,0
4.3900,16.21,0
4.3950,-4.84,0
4.4000,0.63,0
4.4050,0.63,0
4.4100,14.28,0
4.4150,14.28,0
4.4200,-8.06,0
4.4250,-8.06,0
4.4300,0.50,0
4.4350,0.50,0
4.4400,0.50,0
4.4450,0.50,0
4.4500,17.38,0
4.4550,17.38,0
4.4600,-7.35,0
4.4650,0.63,0
4.4700,15.93,0
4.4750,1.06,0
4.4800,1.06,0
4.4850,1.06,0
4.4900,13.37,0
4.4950,1.06,0
4.5000,16.26,0
4.5050,15.32,0
4.5100,7.66,0
4.5150,15.32,0
4.5200,15.32,0
4.5250,16.48,0
4.5300,-11.30,0
4.5350,11.91,0
4.5400,-0.03,0
4.5450,11.96,0
4.5500,11.96,0
4.5550,11.96,0
4.5600,11.96,0
4.5650,0.34,0
4.5700,0.34,0
4.5750,-8.46,0
4.5800,9.47,0
4.5850,-8.46,0
4.5900,-8.46,0
4.5950,3.07,0
4.6000,-1.10,0
4.6050,2.74,0
4.6100,2.74,0
4.6150,2.74,0
4.6200,2.74,0
4.6250,-5.91,0
4.6300,-5.91,0
4.6350,15.46,0
4.6400,3.76,0
4.6450,3.76,0
4.6500,14.35,0
4.6550,14.35,0
4.6600,14.35,0
4.6650,14.35,0
4.6700,16.30,0
4.6750,16.30,0
4.6800,0.60,0
4.6850,0.60,0
4.6900,14.70,0
4.6950,14.70,0
4.7000,-5.62,0
4.7050,-5.62,0
4.7100,15.08,0
4.7150,15.08,0
4.7200,15.08,0
4.7250,1.72,0
4.7300,-8.63,0
4.7350,3.84,0
4.7400,3.84,0
4.7450,-7.21,0
4.7500,-7.21,0
4.7550,-7.21,0
4.7600,-7.21,0
4.7650,13.80,0
4.7700,13.80,0
4.7750,14.17,0
4.7800,14.17,0
4.7850,14.17,0
4.7900,14.17,0
4.7950,15.40,0
4.8000,15.40,0
4.8050,-1.43,0
4.8100,9.48,0
4.8150,13.92,0
4.8200,-5.43,0
4.8250,-7.90,0
4.8300,-7.90,0
4.8350,-8.76,0
4.8400,-8.76,0
4.8450,0.07,0
4.8500,2.54,0
4.8550,-6.09,0
4.8600,-6.09,0
4.8650,9.05,0
4.8700,8.96,0
4.8750,8.96,0
4.8800,17.08,0
4.8850,17.08,0
4.8900,17.08,0
4.8950,17.08,0
4.9000,17.08,0
4.9050,11.13,0
4.9100,11.13,0
4.9150,11.13,0
4.9200,11.13,0
4.9250,-4.55,0
4.9300,-4.55,0
4.9350,-7.86,0
4.9400,-7.86,0
4.9450,-7.86,0
4.9500,-7.86,0
4.9550,11.13,0
4.9600,8.70,0
4.9650,-5.34,0
4.9700,-5.34,0
4.9750,-0.61,0
4.9800,-5.40,0
4.9850,10.88,0
4.9900,10.88,0
4.9950,5.25,0
5.0000,5.25,0
5.0050,12.86,0
5.0100,3.80,0
5.0150,21.18,0
5.0200,21.18,0
5.0250,11.90,0
5.0300,11.90,0
5.0350,-7.38,0
5.0400,4.38,0
5.0450,15.75,0
5.0500,14.35,0
5.0550,-5.31,0
5.0600,-5.31,0
5.0650,13.42,0
5.0700,13.42,0
5.0750,8.66,0
5.0800,8.66,0
5.0850,8.66,0
5.0900,8.66,0
5.0950,8.66,0
5.1000,19.78,0
5.1050,-4.52,0
5.1100,10.72,0
5.1150,10.72,0
5.1200,6.80,0
5.1250,17.30,0
5.1300,17.30,0
5.1350,17.30,0
5.1400,17.30,0
5.1450,17.30,0
5.1500,10.94,0
5.1550,10.94,0
5.1600,8.28,0
5.1650,8.28,0
5.1700,8.28,0
5.1750,8.28,0
5.1800,8.28,0
5.1850,10.88,0
5.1900,10.88,0
5.1950,10.88,0
5.2000,5.29,0
5.2050,5.29,0
5.2100,-4.72,0
5.2150,-4.72,0
5.2200,-5.69,0
5.2250,10.12,0
5.2300,10.12,0
5.2350,10.12,0
5.2400,10.12,0
5.2450,10.12,0
5.2500,10.12,0
5.2550,10.12,0
5.2600,19.48,0
5.2650,19.48,0
5.2700,10.37,0
5.2750,6.34,0
5.2800,7.60,0
5.2850,19.48,0
5.2900,7.60,0
5.2950,20.09,0
5.3000,20.09,0
5.3050,-6.54,0
5.3100,-6.54,0
5.3150,-6.54,0
5.3200,5.56,0
5.3250,5.56,0
