Time,fwEMG 3,Subject,MVC,Trial,Peak_Number,Is_Highest
460.23636363636365,0.05184153887378394,S04,25,2,65,False
463.43636363636364,0.05029116284866156,S04,25,2,66,False
465.8863636363636,0.0201284998132174,S04,25,2,67,False
468.17727272727274,0.033395044725447895,S04,25,2,68,False
470.82272727272726,0.04533258948044927,S04,25,2,69,False
472.8727272727273,0.005398491345044238,S04,25,2,70,False
475.0863636363636,0.03717367434051426,S04,25,2,71,False
478.84090909090907,0.03664977966439187,S04,25,2,72,False
481.52272727272725,0.041594198326906195,S04,25,2,73,False
484.85,0.018994262110464538,S04,25,2,74,False
487.45454545454544,0.03647461854234096,S04,25,2,75,False
491.0318181818182,0.040090331480412314,S04,25,2,76,False
493.1545454545454,0.033025192982508986,S04,25,2,77,False
495.24545454545455,0.04400537419193848,S04,25,2,78,False
499.0181818181818,0.05030002094391578,S04,25,2,79,False
120.31818181818181,0.00328625724004814,S04,25,3,1,False
124.11818181818182,0.0032043563031641945,S04,25,3,2,False
183.2,0.0031769605394425674,S04,25,3,3,False
254.6681818181818,0.0330103571590467,S04,25,3,4,False
257.32272727272726,0.04304433775726314,S04,25,3,5,False
261.77272727272725,0.03142655752915,S04,25,3,6,False
264.3863636363636,0.033645597812863484,S04,25,3,7,False
267.34090909090907,0.0385308218009707,S04,25,3,8,False
269.75,0.03894231388119779,S04,25,3,9,False
272.02272727272725,0.04374535110351187,S04,25,3,10,False
275.0409090909091,0.03768240375624588,S04,25,3,11,False
279.35,0.04624456488160142,S04,25,3,12,False
283.1363636363636,0.03639165796433894,S04,25,3,13,False
286.3727272727273,0.028641694387025667,S04,25,3,14,False
288.45,0.03340153613844451,S04,25,3,15,False
291.85,0.032006106525684565,S04,25,3,16,False
295.1909090909091,0.0418216973733847,S04,25,3,17,False
297.3954545454545,0.03252308992422237,S04,25,3,18,False
303.5681818181818,0.03710233468149647,S04,25,3,19,False
308.2772727272727,0.03184979489094754,S04,25,3,20,False
311.2681818181818,0.05092126127661986,S04,25,3,21,False
315.78636363636366,0.03500655870172428,S04,25,3,22,False
318.1,0.03924401044800462,S04,25,3,23,False
321.2227272727273,0.012039217342082215,S04,25,3,24,False
324.1409090909091,0.040223107698947415,S04,25,3,25,False
327.90909090909093,0.03465831346039604,S04,25,3,26,False
330.2772727272727,0.03285599952832245,S04,25,3,27,False
334.75454545454545,0.03694647231723345,S04,25,3,28,False
339.28636363636366,0.033399627801493456,S04,25,3,29,False
343.28636363636366,0.02449117384998553,S04,25,3,30,False
346.9681818181818,0.03727867158602402,S04,25,3,31,False
350.05,0.031367103818964376,S04,25,3,32,False
355.02272727272725,0.03312050549099767,S04,25,3,33,False
359.56363636363636,0.03399353127347944,S04,25,3,34,False
362.48636363636365,0.02908162249803897,S04,25,3,35,False
365.5681818181818,0.014451316063158227,S04,25,3,36,False
367.9590909090909,0.0329031646089896,S04,25,3,37,False
370.95,0.0032014267486853228,S04,25,3,38,False
373.26363636363635,0.033058379158602685,S04,25,3,39,False
375.3636363636364,0.024617863717977105,S04,25,3,40,False
377.79545454545456,0.010853665397586068,S04,25,3,41,False
381.0409090909091,0.03455704943459264,S04,25,3,42,False
383.40909090909093,0.028612349996867487,S04,25,3,43,False
385.5090909090909,0.014272222082339907,S04,25,3,44,False
389.0954545454546,0.03575542996589241,S04,25,3,45,False
392.3,0.02851507140086939,S04,25,3,46,False
396.17727272727274,0.03311221437437785,S04,25,3,47,False
398.24545454545455,0.03351400081617534,S04,25,3,48,False
402.23636363636365,0.02659093311434695,S04,25,3,49,False
405.7681818181818,0.030558888196405974,S04,25,3,50,False
408.9318181818182,0.0360821676228897,S04,25,3,51,False
411.2818181818182,0.008361878052423808,S04,25,3,52,False
413.5,0.03519126470863339,S04,25,3,53,False
418.45454545454544,0.02932389160777124,S04,25,3,54,False
420.53636363636366,0.025064381330694295,S04,25,3,55,False
422.6272727272727,0.04164608875762732,S04,25,3,56,False
