Time,fwEMG 3,Subject,MVC,Trial,Peak_Number,Is_Highest
2.7181818181818183,-0.052658496008690915,S01,10,1,1,False
10.3,-0.05186251603894047,S01,10,1,2,False
21.677272727272726,-0.05171029426848784,S01,10,1,3,False
55.763636363636365,-0.05295638016892248,S01,10,1,4,False
123.2090909090909,-0.052696386777572,S01,10,1,5,False
156.51818181818183,-0.051894036599580945,S01,10,1,6,False
164.12272727272727,-0.05202020473302815,S01,10,1,7,False
182.29090909090908,-0.05173223997250568,S01,10,1,8,False
197.45454545454547,-0.052099405832516106,S01,10,1,9,False
201.23636363636365,-0.05375477196771789,S01,10,1,10,False
208.8,-0.05212849443389704,S01,10,1,11,False
229.4409090909091,-0.10205531405029805,S01,10,1,12,False
231.52727272727273,-0.07421127010981196,S01,10,1,13,False
236.44545454545454,0.04493487458973872,S01,10,1,14,False
238.48181818181817,-0.12128315388154494,S01,10,1,15,False
244.03181818181818,0.04820966907854092,S01,10,1,16,False
246.4090909090909,-0.09469449441515539,S01,10,1,17,False
251.55454545454546,0.049596738085487424,S01,10,1,18,False
253.95,0.06397474138913137,S01,10,1,19,False
256.15,0.044817867606542175,S01,10,1,20,False
258.4,0.07434986648246195,S01,10,1,21,False
262.2,0.046744653941983495,S01,10,1,22,False
264.8954545454545,-0.11600391268610023,S01,10,1,23,False
270.1136363636364,-0.10312255517164977,S01,10,1,24,False
273.5181818181818,0.06302190740273073,S01,10,1,25,False
279.0863636363636,0.060715567388473904,S01,10,1,26,False
281.15909090909093,0.04862063749533373,S01,10,1,27,False
285.3863636363636,-0.09929350191729541,S01,10,1,28,False
287.49545454545455,-0.06811475194968461,S01,10,1,29,False
289.8909090909091,-0.10388179098638929,S01,10,1,30,False
292.82272727272726,-0.09647159289954954,S01,10,1,31,False
295.53636363636366,0.0439278129284658,S01,10,1,32,False
299.5863636363636,-0.09041944022351371,S01,10,1,33,False
304.2772727272727,-0.07048098680632722,S01,10,1,34,False
307.34090909090907,-0.08582194587240775,S01,10,1,35,False
310.1409090909091,-0.0767772409492754,S01,10,1,36,False
314.80454545454546,-0.11447435039145801,S01,10,1,37,False
319.3590909090909,-0.1470373739769503,S01,10,1,38,True
322.0318181818182,0.04647117678150541,S01,10,1,39,False
325.0954545454546,0.09690799144855998,S01,10,1,40,False
328.33181818181816,-0.08375307540124707,S01,10,1,41,False
330.3863636363636,0.09987675705924276,S01,10,1,42,False
336.23636363636365,-0.08455571438958183,S01,10,1,43,False
339.4227272727273,0.08306499153233926,S01,10,1,44,False
343.6545454545454,-0.11353373905948934,S01,10,1,45,False
346.9681818181818,0.0783016099176716,S01,10,1,46,False
350.3863636363636,-0.0971721693335105,S01,10,1,47,False
353.34090909090907,-0.08178730310018532,S01,10,1,48,False
357.21363636363634,-0.10340593742134724,S01,10,1,49,False
360.31363636363636,-0.09953012199771881,S01,10,1,50,False
363.7772727272727,0.07577585851209614,S01,10,1,51,False
366.6727272727273,0.09951264643943701,S01,10,1,52,False
368.93636363636364,0.06047967095256176,S01,10,1,53,False
371.0318181818182,-0.11179466456207884,S01,10,1,54,False
373.19545454545454,-0.0883042580462798,S01,10,1,55,False
375.55,-0.0786190042957654,S01,10,1,56,False
378.1136363636364,0.053520303889138504,S01,10,1,57,False
381.4727272727273,-0.08759447855364116,S01,10,1,58,False
383.65,-0.05899487965038475,S01,10,1,59,False
385.71363636363634,0.09304125298977924,S01,10,1,60,False
388.66818181818184,0.06846179018440168,S01,10,1,61,False
392.33181818181816,-0.09008214851305399,S01,10,1,62,False
396.2090909090909,0.07490822707473588,S01,10,1,63,False
399.6227272727273,-0.1065727702852027,S01,10,1,64,False
402.8090909090909,-0.08984076223269652,S01,10,1,65,False
406.93636363636364,0.08014607755829495,S01,10,1,66,False
